username,post_id,timestamp,likes,comments,followers,engagement_rate,sponsored,is_video,caption,img_file,tier,caption_clean,sentiment_score,caption_length,hashtag_count,emoji_count,has_cta
annagray_x,1894438360779075438,1540054672,177,0,5106.0,0.0346650998824911,0,0,Boxing Night 🥊,info\annagray_x-1894438360779075438.jpg,micro,Boxing Night 🥊,0.0,14,0,1,0
blonde25,2026976297432155300,1555854426,5012,174,17894.0,0.2898178160277188,0,0,"#hairdousa #giftedme @hairdousa #HowtoHairdo #FestivalHair #OctolyFamily

I am obsessed with this beautiful pink wig! I'm all about the pink so I knew I had to  have this. It is perfect for spring and summer! Such a fun wig to  use and no have to color hair to ruin the hair ! I highly recommend these wigs to use ! #wigs #coloredhair #hairdye #sponsored #picoftheday #instabeauty #modellife #selfie #discoverunder100k #mua_army #contentcreator #beautyjunkie #makeupnews #beautyblogs #influencer #skincareaddict #skincare #flatlaylover #sephora #norvina  #modamavens #gcsSquad #pixibeauty #imageskincare 
@imageskincare 
Vitamin c and face primer",info\blonde25-2026976297432155300.jpg,micro,hairdousa giftedme HowtoHairdo FestivalHair OctolyFamily I am obsessed with this beautiful pink wig! I'm all about the pink so I knew I had to have this. It is perfect for spring and summer! Such a fun wig to use and no have to color hair to ruin the hair ! I highly recommend these wigs to use ! wigs coloredhair hairdye sponsored picoftheday instabeauty modellife selfie discoverunder100k mua_army contentcreator beautyjunkie makeupnews beautyblogs influencer skincareaddict skincare flatlaylover sephora norvina modamavens gcsSquad pixibeauty imageskincare Vitamin c and face primer,0.9636,646,29,0,0
faithdrew,1739509649278509056,1521585731,321,13,11868.0,0.0281429052915402,0,0,"Editing a new makeup / first impressions video which is going to go up later this week on my channel ✨ 
Definitely found some winners, but also some losers 
@modelsownofficial sculpt and glow highlighter in golden sand 👏🏼 #modelsown #modelsownmakeup 
@givenchybeauty universal lip liner in noir #givenchybeauty #givenchy 
@no7usa bronzer in maple #no7 
Also love these new candles from @yankeecandle - such a cool shape! And you should see the wick on this thing 👀 #yankeecandle 
@mirandafryejewelry Melissa bracelet pictured #mirandafryejewelry use code FAITH ❤️ Thank you #Octoly for always sending me new goodies #octolyfamily #ad",info\faithdrew-1739509649278509056.jpg,micro,"Editing a new makeup / first impressions video which is going to go up later this week on my channel ✨ Definitely found some winners, but also some losers sculpt and glow highlighter in golden sand 👏🏼 modelsown modelsownmakeup universal lip liner in noir givenchybeauty givenchy bronzer in maple no7 Also love these new candles from - such a cool shape! And you should see the wick on this thing 👀 yankeecandle Melissa bracelet pictured mirandafryejewelry use code FAITH ❤️ Thank you Octoly for always sending me new goodies octolyfamily ad",0.4352,633,10,6,1
worldofzach,1907535988588508489,1541616031,203,20,5412.0,0.0412047302291204,0,0,"*my eyes low key look cross eyed in the second picture buuhhdddT*.. THANK YOU GUYS FOR ALL THE LOVEEEE on the video for this $40 SYNTHETIC $LIME GREEN unit from @sapphirewigs_makeup 😭💛✨ I need to start adding ads to my damn videos so I can start making a lil profit or something for these blessings😂😩🤷🏿‍♂️.. I promise I’m gonna upload a new video soon (not hair related lol) but, in the meantime *CLICK THE LINK IN MY BIO TO WATCH MY VIDEOSSSS* Love Y’all 💛
$40 from @sapphirewigs_makeup via @amazonfashion @amazon @amazoninfluencerprogram 👏🏾✨💅🏾 ————————————————
Makeup Details:
@doseofcolors @desiperkins x @katy “Friendcation” Palette & “Hey Girl” Lipstick 
@limecrimemakeup Hi-Lite “Unicorns” Highlighter Palette 
Coat: @hm 
@nyxcosmetics Vivid Brights Créme Colour “Get Money” #nyxprofessionalmakeup",info\worldofzach-1907535988588508489.jpg,micro,"*my eyes low key look cross eyed in the second picture buuhhdddT*.. THANK YOU GUYS FOR ALL THE LOVEEEE on the video for this $40 SYNTHETIC $LIME GREEN unit from 😭💛✨ I need to start adding ads to my damn videos so I can start making a lil profit or something for these blessings😂😩🤷🏿♂️.. I promise Im gonna upload a new video soon (not hair related lol) but, in the meantime *CLICK THE LINK IN MY BIO TO WATCH MY VIDEOSSSS* Love Yall 💛 $40 from via 👏🏾✨💅🏾 Makeup Details: x Friendcation Palette & Hey Girl Lipstick Hi-Lite Unicorns Highlighter Palette Coat: Vivid Brights Créme Colour Get Money nyxprofessionalmakeup",0.8192,803,1,15,1
thehairkulture,1905410445537654177,1541362647,581,1,232154.0,0.0025069565891606,0,0,"@curlcap 🚨🚨 24 hour sale ❤️Much needed Satin lined hat for our curls‼️ @curlcap 🙌🏾 Curlcap.com
#ad
*
*
*
*
*
*
*
*
*
 #hairgoal #hairfashion  #Curlyhair  #melaninqueen #healthy_hair_journey #naturalhairdoescare #melanin #naturalhair  #naturalhairdreams  #protectivestyles #blackwomen #melaninpoppin #longhair #us #america #world #brazil #feedinbraids #braidstyles #braidsgang #asoebibella #beautiful  #prettygirls",info\thehairkulture-1905410445537654177.jpg,macro,🚨🚨 24 hour sale ❤️Much needed Satin lined hat for our curls️ 🙌🏾 Curlcap.com ad * * * * * * * * *  hairgoal hairfashion Curlyhair  melaninqueen healthy_hair_journey naturalhairdoescare melanin naturalhair  naturalhairdreams  protectivestyles blackwomen melaninpoppin longhair us america world brazil feedinbraids braidstyles braidsgang asoebibella beautiful prettygirls,0.7783,413,24,7,0
nataliesandqvist,1667651893500678366,1513019619,1360,58,12953.0,0.1094727090249363,0,0,👱🏻‍♀️💋,info\nataliesandqvist-1667651893500678366.jpg,micro,,0.0,6,0,5,0
taiba_rajab,1750323235239950427,1522874811,456,4,19331.0,0.0237959753763385,0,0,"New Youtube Pr and packages unboxing video up on my channel (when youtube decides to upload it)😑 anytime today would be amazing, thanks 👍
Feeaturing products from @pixibeautyuk
@yslbeauty @nyxcosmetics_uk @glamglow @muradskincareuk @elemis @guerlain @skinceuticals_uki @narsissist @hudabeauty and many more! Sorry its so long but just had to get my packages out in the Universe! It's been a long time coming 😂

#beautybloggers #youtube #makeuphaul #prpackages #prunboxing ##nyxcosmetics_uk #pixibypetra #glamglow #hudabeauty #london #beautybloggersuk",info\taiba_rajab-1750323235239950427.jpg,micro,"New Youtube Pr and packages unboxing video up on my channel (when youtube decides to upload it)😑 anytime today would be amazing, thanks 👍 Feeaturing products from and many more! Sorry its so long but just had to get my packages out in the Universe! It's been a long time coming 😂 beautybloggers youtube makeuphaul prpackages prunboxing #nyxcosmetics_uk pixibypetra glamglow hudabeauty london beautybloggersuk",0.8011,550,11,3,0
confessionsofdoctordream,2017838334977842056,1554765096,73,0,170353.0,0.0004285219514772,0,0,A talent. An artist. A dream @diunar.provocative,info\confessionsofdoctordream-2017838334977842056.jpg,macro,A talent. An artist. A dream .provocative,0.0,48,0,0,0
therealblasian,1350007465713866954,1475153452,626,9,90639.0,0.0070058142742086,0,0,Mass murder is ok as long as the living can't speak? I'm not sure how anything could justify this. I'm confused. Montreal... I just don't understand!!! How can you truly believe such loving animals could be born vicious?! You want to make a change? How about you discipline the owners who clearly don't deserve to have dogs. Why punish an entire breed for the acts of their owners? In my life I have one met ONE PIT BULL I WAS AFRAID OF. ONE!!!! I have come in contact with MANY pit bulls and they were the sweetest and most loyal dogs I've known.,info\therealblasian-1350007465713866954.jpg,mid,Mass murder is ok as long as the living can't speak? I'm not sure how anything could justify this. I'm confused. Montreal... I just don't understand!!! How can you truly believe such loving animals could be born vicious?! You want to make a change? How about you discipline the owners who clearly don't deserve to have dogs. Why punish an entire breed for the acts of their owners? In my life I have one met ONE PIT BULL I WAS AFRAID OF. ONE!!!! I have come in contact with MANY pit bulls and they were the sweetest and most loyal dogs I've known.,0.0,547,0,0,0
bl00disthenewblack,1621195328194934663,1507481565,172,8,11828.0,0.01521812647954,0,0,"Oups , we went to @primark ... the plaid is available in France but I've never seen this duvet cover set ! I had to buy it of course , expect a massive haul video very soon on my YouTube channel :p . This weekend was fun . I still love London and it's so close to my home now ! I'll be back soon for the Harry Potter exhibition at the British Library I think. .
.
.
#igerslondon #londoncalling #londres #london #primark #haul #harrypotter #potterhead #shopping #travelblogger #wanderlust #fromwhereistand #gothicgirl #igtraveller #travelgram #travel #bblogger #igerslille #londoner",info\bl00disthenewblack-1621195328194934663.jpg,micro,"Oups , we went to ... the plaid is available in France but I've never seen this duvet cover set ! I had to buy it of course , expect a massive haul video very soon on my YouTube channel :p . This weekend was fun . I still love London and it's so close to my home now ! I'll be back soon for the Harry Potter exhibition at the British Library I think. . . . igerslondon londoncalling londres london primark haul harrypotter potterhead shopping travelblogger wanderlust fromwhereistand gothicgirl igtraveller travelgram travel bblogger igerslille londoner",0.8353,581,19,0,0
aru89,1703247227436662213,1517262913,136,0,5173.0,0.0262903537599072,0,0,"“Trust I seek and I find in you
every day for us something new
open mind for a different view
and nothing else matters”
.
.
.
.
#comolake #comolakeitaly #heart❤️ #viewonthelake #lakecomo #igerslombardia #igerscomo #lagodicomo #lungolago #wanderlust #wanderlustvibes #metallica #nothingelsematters #goodvibesonly #inloveitrust #loveisallineed #quotesgram #musiclyrics #postitrutti",info\aru89-1703247227436662213.jpg,micro,Trust I seek and I find in you every day for us something new open mind for a different view and nothing else matters . . . . comolake comolakeitaly heart❤️ viewonthelake lakecomo igerslombardia igerscomo lagodicomo lungolago wanderlust wanderlustvibes metallica nothingelsematters goodvibesonly inloveitrust loveisallineed quotesgram musiclyrics postitrutti,0.0,379,19,2,0
phyllislevine,2001918096553702749,1552867255,367,4,5536.0,0.0670158959537572,0,0,📷 #stevenmeisel #fashionedutirial #inspiration,info\phyllislevine-2001918096553702749.jpg,micro,📷 stevenmeisel fashionedutirial inspiration,0.0,46,3,1,0
lisatuff_tilu,1486682535705460726,1491446390,76,2,1316.0,0.0592705167173252,0,0,This girl 🤞@erica.krauter shot by @evansdwayne #fashion #hairandmakeup #eyewear #cutlerandgross  #fringe #photography #frames # #bandw #blacknwhitephoto #torontohairstylist #love #dwayneevans,info\lisatuff_tilu-1486682535705460726.jpg,micro,This girl 🤞 .krauter shot by fashion hairandmakeup eyewear cutlerandgross fringe photography frames # bandw blacknwhitephoto torontohairstylist love dwayneevans,0.6124,191,12,1,0
rebecacalhau,1962034230759628815,1548112728,1931,45,25199.0,0.0784158101511964,0,0,"Eu acredito em milagres, e você ? #10yearschallenge",info\rebecacalhau-1962034230759628815.jpg,mid,"Eu acredito em milagres, e você ? 10yearschallenge",0.0,51,1,0,0
superstarfitandbeautytv,1230041728658421657,1460852422,1274,5,26106.0,0.0489925687581398,0,0,How would it be to have a twin?🤔❤️,info\superstarfitandbeautytv-1230041728658421657.jpg,mid,How would it be to have a twin?🤔❤️,0.0,34,0,3,0
charrvictory,1539817009401966463,1497780513,559,3,19856.0,0.0283037872683319,0,0,💦 The pool this morning!,info\charrvictory-1539817009401966463.jpg,micro,💦 The pool this morning!,0.0,24,0,1,0
naturallybeautifulgirl,1948985380466097989,1546557184,273,13,1079.0,0.2650602409638554,0,0,"I can't believe that it is time for me to round up my favorite makeup products from 2018. To find out what all of my favorites are from 2018, check out my new video on my YouTube channel link in bio. Here are a few of my favorites from @aetherbeautyco @honest_beauty @fitglowbeauty @cloveandhallow @14ecosmetics @redapplelipstick @pytbeauty @iliabeauty ---------------------------------------------------- #veganmakeup #crueltyfreemakeup #nontoxicmakeup #pytbeauty #aetherbeauty #iliabeauty #honestbeauty #fitglowbeauty #14ecosmetics #redapplelipstick #pytbeauty #cloveandhallow #makeupfavorites #naturallybeautifulgirl #linkinbio",info\naturallybeautifulgirl-1948985380466097989.jpg,micro,"I can't believe that it is time for me to round up my favorite makeup products from 2018. To find out what all of my favorites are from 2018, check out my new video on my YouTube channel link in bio. Here are a few of my favorites from ---------------------------------------------------- veganmakeup crueltyfreemakeup nontoxicmakeup pytbeauty aetherbeauty iliabeauty honestbeauty fitglowbeauty 14ecosmetics redapplelipstick pytbeauty cloveandhallow makeupfavorites naturallybeautifulgirl linkinbio",0.5423,630,15,0,1
themegscahill,1845941831935043059,1534273436,1161,36,47986.0,0.0249447755595382,0,0,"Meet my other half❤️ @themaddiecahill .
.
Eyes/Face🌹 @butterlondon glazen highlight in Champaign // @wetnwildbeauty highlight in earth // @lauramercier secret brightening powder // candleglow sheer perfecting powder in Fair // @lauramercier matte bronzing powder in soliel // face marking is just kids face paint🤷🏼‍♀️😏
.
Lips🌹Candied lip lock @karity  @citylips red velvet gloss
.
Photographer: @spoonimages ❤️
.
#karity #redlipstick #beautygirls #beautyinfluencer #makeuplookoftheday #beautygoals #glamgirl #glamgirls #glamlook .
#wakeupandmakeup #makeup #makeupartist #makeupaddict #makeupoftheday #muas #makeupjunkie #undiscovered_muas #makeupmafia",info\themegscahill-1845941831935043059.jpg,mid,Meet my other half❤️ . . Eyes/Face🌹 glazen highlight in Champaign // highlight in earth // secret brightening powder // candleglow sheer perfecting powder in Fair // matte bronzing powder in soliel // face marking is just kids face paint🤷🏼♀️😏 . Lips🌹Candied lip lock red velvet gloss . Photographer: ❤️ . karity redlipstick beautygirls beautyinfluencer makeuplookoftheday beautygoals glamgirl glamgirls glamlook . wakeupandmakeup makeup makeupartist makeupaddict makeupoftheday muas makeupjunkie undiscovered_muas makeupmafia,0.0,651,18,11,0
beautywithlily,1775685942292565071,1525898281,731,8,8147.0,0.0907082361605498,0,0,How cute are these beach bags? I mean...they don’t only have to be worn to the beach. You can easily dress up any outfit with that pineapple bag! 💕 Head on over to #BeautyWithLily to see what other accessories you should add to your closet this season. >>You can instantly shop all of my looks by following me on the @liketoknow.it app<< or use this link http://liketk.it/2vH06 #liketkit #LTKitbag #ltkunder100,info\beautywithlily-1775685942292565071.jpg,micro,How cute are these beach bags? I mean...they dont only have to be worn to the beach. You can easily dress up any outfit with that pineapple bag! 💕 Head on over to BeautyWithLily to see what other accessories you should add to your closet this season. >>You can instantly shop all of my looks by following me on the .it app<< or use this link liketkit LTKitbag ltkunder100,0.4926,410,4,1,0
lugardoscachos,1822109625917246013,1531432415,143,0,72021.0,0.0019855319976118,0,0,"Details💕 
Vocês gostam desse tipo de foto? #Repost @eucamartins with @insta.saver.repost • • •",info\lugardoscachos-1822109625917246013.jpg,mid,Details💕 Vocês gostam desse tipo de foto? Repost with .saver.repost,0.0,94,1,1,0
nena,1098701173924687537,1445195408,767,89,330950.0,0.0025864934280102,0,0,"👋🍁👻
#Lips :""BlackMail"" #matterevolution #lipstick @urbandecaycosmetics #BeautyWithAnEdge 
_
✨beautybynena.com
#Makeup #beautybyNena #Halloween",info\nena-1098701173924687537.jpg,macro,"👋🍁👻 Lips :""BlackMail"" matterevolution lipstick BeautyWithAnEdge _ ✨beautybynena.com Makeup beautybyNena Halloween",0.0,142,7,4,0
myvisionbeauty,1897326300209758651,1540398942,2310,159,24863.0,0.0993041869444556,0,0,"If you see this post comment: 👻👻👻
( Help me fight the algorithm 💪🏼 ) 
Inspired by @bybrookelle 🍁

Domani pubblico il mini video di questo look visto che in molti me l'avete chiesto! 🙌🏻 .
Product used: all @mulaccosmetics

________________________________________
#mulaccosmetics #mulac #halloweenseason #halloween #halloweenmakeupideas #bybrookelle",info\myvisionbeauty-1897326300209758651.jpg,mid,If you see this post comment: 👻👻👻 ( Help me fight the algorithm 💪🏼 ) Inspired by 🍁 Domani pubblico il mini video di questo look visto che in molti me l'avete chiesto! 🙌🏻 . Product used: all ________________________________________ mulaccosmetics mulac halloweenseason halloween halloweenmakeupideas bybrookelle,0.5411,348,6,8,0
dirtybombshells,1155964233755285527,1452021696,20,0,4348.0,0.0045998160073597,0,0,"It's hard to recognize all the things that make you so special, but you are. Love yourself so that you can truly love others! #confident #confidentbomb #love #dirtybombshells #inspire #empower #girlboss #likeaboss #luxury #lifestyle #amazing #beautiful #soul #follow #bebetter #queen #beauty #instafamous  #instagreat #quotes #instaquote #motivation",info\dirtybombshells-1155964233755285527.jpg,micro,"It's hard to recognize all the things that make you so special, but you are. Love yourself so that you can truly love others! confident confidentbomb love dirtybombshells inspire empower girlboss likeaboss luxury lifestyle amazing beautiful soul follow bebetter queen beauty instafamous instagreat quotes instaquote motivation",0.9764,349,22,0,0
lisette,1824149692540626215,1531675610,43840,0,436547.0,0.1004244674685658,0,0,Beautycon LA 💗,info\lisette-1824149692540626215.jpg,macro,Beautycon LA 💗,0.0,14,0,1,0
yackievds,1780182589936900183,1526434323,580,13,7688.0,0.0771331945889698,0,0,"🍎 Applejack lip topper 🍎 @purcosmetics x @mylittlepony collab 🍎

Such a pretty sparkly gold and orange gloss. It isn't sticky and will last a decent amount of time. Last time I saw these they were on sale 😉

________
#purcosmetics #liptopper #lipgloss #sparklylips #glossylips #mylittlepony #makeup #makeupcollab #cute #motd #fotd",info\yackievds-1780182589936900183.jpg,micro,🍎 Applejack lip topper 🍎 x collab 🍎 Such a pretty sparkly gold and orange gloss. It isn't sticky and will last a decent amount of time. Last time I saw these they were on sale 😉 ________ purcosmetics liptopper lipgloss sparklylips glossylips mylittlepony makeup makeupcollab cute motd fotd,0.7783,330,11,4,0
cynthiadollmua,1820690381344760449,1531263228,74,1,1542.0,0.0486381322957198,0,0,"Lip of the day @maccosmetics lipliner in bittersweet & @wetnwildbeauty cat suit lipstick in give me mocha 
#wetnwild #catsuit #liquidlipstick #lipstick #maccosmetics #lipliner #glow #lipoftheday",info\cynthiadollmua-1820690381344760449.jpg,micro,Lip of the day lipliner in bittersweet & cat suit lipstick in give me mocha wetnwild catsuit liquidlipstick lipstick maccosmetics lipliner glow lipoftheday,0.4588,194,8,0,0
francesca.anastasiofficial,1918978177842451901,1542980046,2290,17,29713.0,0.0776427826204018,0,0,"@em.alf_17 e @mua_claudiazambello
.
Preview di un fantastico progetto @larosablu.torino .
.
 #face #photograpy #model #modelling #modellife #face #visi #photooftheday #photographer #photo #potrait #beauty #francescaanastasi #modella #shooting #turin#makeup#eyes  #photoface #makeup #makeupartist #pocahontas #love#potrait#generazionex#millennials #nophotoshop #disneylandparis",info\francesca.anastasiofficial-1918978177842451901.jpg,mid,.alf_17 e . Preview di un fantastico progetto .torino . . face photograpy model modelling modellife face visi photooftheday photographer photo potrait beauty francescaanastasi modella shooting turinmakeupeyes photoface makeup makeupartist pocahontas lovepotraitgenerazionexmillennials nophotoshop disneylandparis,0.0,376,28,0,0
rufalia,1575431023142747575,1502026034,92,1,7083.0,0.013130029648454,0,0,Domingueando 😍,info\rufalia-1575431023142747575.jpg,micro,,0.0,14,0,1,0
exteriorglam,1958235278877170625,1547659858,56460,0,1769918.0,0.0318997829277966,0,0,Why I’m always late 📸 🤷🏻‍♀️,info\exteriorglam-1958235278877170625.jpg,macro,Why Im always late 📸 🤷🏻♀️,0.0,27,0,5,0
charlotte_louise_baker,1918042986799039330,1542868563,212,11,14459.0,0.0154229199806348,0,0,"♥ Food + drinks + hammock =
(っ◔◡◔)っ
♥
♥
♥
#miami #usa #travel #travelling #model #modellife #actor #actress #actorlife #bikini #swimwearmodel #southbeachmiami #pool #sun #palmtrees #traveltheworld #travelblogger #florida #america #hammock #cocktails #paradise",info\charlotte_louise_baker-1918042986799039330.jpg,micro,♥ Food + drinks + hammock = () ♥ ♥ ♥ miami usa travel travelling model modellife actor actress actorlife bikini swimwearmodel southbeachmiami pool sun palmtrees traveltheworld travelblogger florida america hammock cocktails paradise,0.0,259,22,4,0
beautywithlily,1548078548236366810,1498765365,177,32,8147.0,0.0256536148275438,0,0,"Most of you know I can't stand dry lips, but thankfully I've found a liquid lipstick that works for me & they last forever! Get yours here http://liketk.it/2rRmA I have the shades Miss Conduct, Big Spender, & Stepping Out. What's your favorite liquid lipstick? @liketoknow.it #liketkit #LTKbeauty #beautywithlily #lubbockblogger #westtexasblogger",info\beautywithlily-1548078548236366810.jpg,micro,"Most of you know I can't stand dry lips, but thankfully I've found a liquid lipstick that works for me & they last forever! Get yours here I have the shades Miss Conduct, Big Spender, & Stepping Out. What's your favorite liquid lipstick? .it liketkit LTKbeauty beautywithlily lubbockblogger westtexasblogger",0.5562,346,5,0,1
makeup_brunette_beauty,1780932051990914692,1526523666,36,1,2566.0,0.0144193296960249,0,0,"When you find that free brush that makes people ask if your wearing falsies 💁🏻‍♀️ shop the link in my bio to find out what brush  this is!! . @makeup_brunette_beauty
.
.
.
.
#fashion #shop #makeup_brunette_beauty
#eyes #cosmetics #makeupaddict #lipstick #skincare #makeupmess #makeupblogger #instabeauty #lips #instamakeup #lashes #makeupjunkie #makeuplook #makeuplove #makeupbyme #makeupart #makeuplovers #makeuplife #makeupoftheday #makeuplooks #makeuplover #makeuptalk #makeupgeek #makeupobsessed",info\makeup_brunette_beauty-1780932051990914692.jpg,micro,When you find that free brush that makes people ask if your wearing falsies 💁🏻♀️ shop the link in my bio to find out what brush this is!! . . . . . fashion shop makeup_brunette_beauty eyes cosmetics makeupaddict lipstick skincare makeupmess makeupblogger instabeauty lips instamakeup lashes makeupjunkie makeuplook makeuplove makeupbyme makeupart makeuplovers makeuplife makeupoftheday makeuplooks makeuplover makeuptalk makeupgeek makeupobsessed,0.0,499,27,4,1
charlotteca88,1332730131525284880,1473093833,1215,24,59456.0,0.0208389397201291,0,0,#happysweatymonday #36degreesistoohottoshoot #immelting #toughdayattheoffice #iwantanicebath,info\charlotteca88-1332730131525284880.jpg,mid,happysweatymonday 36degreesistoohottoshoot immelting toughdayattheoffice iwantanicebath,0.0,92,5,0,0
rawwintuition,1906770487541600870,1541524776,1353,11,17121.0,0.0796682436773553,0,0,"Last weekend at @complexcon  was amazing ! Before I close it out let’s all take a moment to get in to @dimejones look for #complexcon2018 
Shot by @hen_____ry 
Custom pants : @ericamarche_ 
@dimejones is wearing the “ Teyana Unit “ I created  Blow dried to perfection by my assistant @absolutely_miimii  thank you ❤️",info\rawwintuition-1906770487541600870.jpg,micro,Last weekend at was amazing ! Before I close it out lets all take a moment to get in to look for complexcon2018 Shot by Custom pants : is wearing the Teyana Unit I created Blow dried to perfection by my assistant thank you ❤️,0.8016,316,1,2,0
hairbyfranco,1923595123965070202,1543530429,187,4,68730.0,0.0027789902517095,0,0,"🤘🏻💀🤘🏻 And ROcK the locs she did in @hairtalkusa #hairextensions Isn’t this LiFe?🙌🏻💜💜💜#tbt 2018 model @xbombheadx .
.
#modernsalon
#americansalon
#behindthechair
#beautylaunchpad
#hotonbeauty
#framar
#cosmoprofbeauty
#saloncentric
#fuckinghair
#hairofinstagram
#picoftheday
#hudabeauty
#licensedtocreate 
#ittakesapro
#hottoolspro
#stylistssupportingstylist
#artistssupportingartist
#hairtalkextensions #extensions",info\hairbyfranco-1923595123965070202.jpg,mid,🤘🏻💀🤘🏻 And ROcK the locs she did in hairextensions Isnt this LiFe?🙌🏻💜💜💜tbt 2018 model . . modernsalon americansalon behindthechair beautylaunchpad hotonbeauty framar cosmoprofbeauty saloncentric fuckinghair hairofinstagram picoftheday hudabeauty licensedtocreate ittakesapro hottoolspro stylistssupportingstylist artistssupportingartist hairtalkextensions extensions,0.0,413,21,10,0
zoekravitz88,2033804174689631671,1556668372,1040,6,2881.0,0.3630683790350573,0,0,"Less than one week till MET Gala 2019 and I can’t wait to see if @zoeisabellakravitz will attend ♥️
#zoekravitz #metgala #metgala2018 #metball #zoekravitzmyhero",info\zoekravitz88-2033804174689631671.jpg,micro,Less than one week till MET Gala 2019 and I cant wait to see if will attend ♥️ zoekravitz metgala metgala2018 metball zoekravitzmyhero,0.0,160,5,2,0
eitanathalya,1842387820308618970,1533849764,101,0,2107.0,0.0479354532510678,0,0,não aguento mais viver de #tbt,info\eitanathalya-1842387820308618970.jpg,micro,não aguento mais viver de tbt,0.0,30,1,0,0
facebymeagan,1853955783085846396,1535228773,191,5,11630.0,0.0168529664660361,0,0,"I could do her makeup every day! Her beautiful face could do anything from natural to full glam flawlessly 🙌🏻 when I asked her what she wanted for makeup she said she was open to anything but used of a more natural look. Open to anything to me meant she was getting big lashes 😍🙌🏻
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Lashes: @shopfacebymeagan in Classic
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#FBMportfolio",info\facebymeagan-1853955783085846396.jpg,micro,I could do her makeup every day! Her beautiful face could do anything from natural to full glam flawlessly 🙌🏻 when I asked her what she wanted for makeup she said she was open to anything but used of a more natural look. Open to anything to me meant she was getting big lashes 😍🙌🏻 Lashes: in Classic FBMportfolio,0.8932,351,1,5,0
kikisaidso,1476836683705433793,1490272673,427,18,27792.0,0.0160118019573978,0,0,"💣💣New Episode💣💣 👁‍🗨And Then There Were Two👁‍🗨 Kiki & Medinah hold down the fort after Shayla dumps us for a European Excursion. 
This week we discuss the ATL Orgy, Chuck Berry's farts, Ratchet love octagons from As The Hood Turns, and what to do when you get pregnant by your best friend's man. There's more...that's just a taste. 
#photocred: @adryanmedia 
Follow Us Online

Kiki @kikisaidso
Medinah @coffeebeandean
Shayla @tvhost4you

Delaney @delaneyallday_ 
Contact us at cocktales.atl@gmail.com

Subscribe | Rate | Review
#cocktalesatl #cocktalespodcast #podomatic #googleplay #itunes #popofcolorpodcast #newepisode #chuckberry #sextapes #dearabby #lhhatl #lahhatl #lahh #realitytv #subscribe #rate #review #eve #leons #decatur #atl #atlanta #meansstreetstudios #siriusxm #podcasts #blackgirlmagic",info\kikisaidso-1476836683705433793.jpg,mid,"💣💣New Episode💣💣 👁🗨And Then There Were Two👁🗨 Kiki & Medinah hold down the fort after Shayla dumps us for a European Excursion. This week we discuss the ATL Orgy, Chuck Berry's farts, Ratchet love octagons from As The Hood Turns, and what to do when you get pregnant by your best friend's man. There's more...that's just a taste. photocred: Follow Us Online Kiki Medinah Shayla Delaney Contact us at cocktales.atl .com Subscribe | Rate | Review cocktalesatl cocktalespodcast podomatic googleplay itunes popofcolorpodcast newepisode chuckberry sextapes dearabby lhhatl lahhatl lahh realitytv subscribe rate review eve leons decatur atl atlanta meansstreetstudios siriusxm podcasts blackgirlmagic",0.8402,802,27,8,1
sydniiee,1752496519611588914,1523133886,3286,60,55026.0,0.0608076182168429,0,0,"My Muse✨
We both agreed that only response to this pic is
✨BIIIITCH!!!✨
It’s perfect. She’s perfect.
#btconeshot_hairpaint18 #btconeshot_ombre18 #behindthechair #btcsydniiee",info\sydniiee-1752496519611588914.jpg,mid,My Muse✨ We both agreed that only response to this pic is ✨BIIIITCH!!!✨ Its perfect. Shes perfect. btconeshot_hairpaint18 btconeshot_ombre18 behindthechair btcsydniiee,0.8582,173,4,3,0
samiasauce,1778803519803853951,1526269925,336,11,4379.0,0.0792418360356245,0,0,shordy,info\samiasauce-1778803519803853951.jpg,micro,,0.0,6,0,0,0
only_susie_cosplay,1985775732344991536,1550942935,110,2,1234.0,0.0907617504051863,0,0,New Profile Pic #noodle #noodlecosplay #cosplay #gorillaz #gorillazcosplay #noodlegorillaz #cosplayer #anime,info\only_susie_cosplay-1985775732344991536.jpg,micro,New Profile Pic noodle noodlecosplay cosplay gorillaz gorillazcosplay noodlegorillaz cosplayer anime,0.0,108,8,0,0
angelabright,1686521082339010645,1515269001,846,9,39177.0,0.021824029405008,0,0,"We’re having a @toofaced event today at my @sephora today featuring the chocolate gold collection so I went all out ✨
@benefitcosmetics precisely my brow pencil in 5 + 24hr brow setter
@toofaced chocolate gold palette 
@luxylash too saucy lashes 
#eyemakeup #eyeshadow #toofaced #chocolategold #sephora #eyelashes #benefit #benefitclubpink #benefitbrows #luxylash",info\angelabright-1686521082339010645.jpg,mid,Were having a event today at my today featuring the chocolate gold collection so I went all out ✨ precisely my brow pencil in 5 + 24hr brow setter chocolate gold palette too saucy lashes eyemakeup eyeshadow toofaced chocolategold sephora eyelashes benefit benefitclubpink benefitbrows luxylash,0.0,363,10,1,0
